station_id,route_id,arsid,sta_ord
100900041,100900003,01502,1
100900042,100900009,01887,1
100900044,100900011,01505,1
100900047,100900002,01500,1
100900047,107000004,01500,1
100900092,100900006,01570,1
100900178,100900007,01501,1
100900204,100900008,01881,1
117000084,100100082,18170,1
103900003,103900002,04764,1
103900022,103900011,04504,1
111000915,100100419,12608,1
110000677,100100418,11316,1
110000327,100100138,11428,1
110000327,100100164,11428,1
110000327,100100159,11428,1
110000327,100100549,11428,1
110000327,100100184,11428,1
122000011,122900008,23111,1
118000168,118900002,19253,1
118000168,118900003,19253,1
121000212,121000002,22288,1
122000385,122900009,23508,1
107000070,100100015,08160,1
107000070,100100016,08160,1
107000070,100100131,08160,1
107000071,100100034,08161,1
107000071,100100133,08161,1
107000071,100100022,08161,1
107000073,107000007,08163,1
122000605,100100509,23812,1
121900135,121900008,22897,1
124900026,124900003,25501,1
120900066,120900004,21504,1
120900077,120900005,21508,1
120900078,120900003,21507,1
120900079,120900009,21506,1
120900080,120900010,21505,1
120900081,120900006,21503,1
120900082,120900007,21502,1
120900119,120900012,21785,1
120900119,120900011,21785,1
120900083,120900002,21501,1
101900001,101900001,02518,1
102900009,102900003,03502,1
102000158,104000014,03252,1
106000319,104000006,07418,1
106000319,104000010,07418,1
106000319,111000019,07418,1
106000319,100100407,07418,1
106000319,100100186,07418,1
106000319,100100049,07418,1
106000319,100100190,07418,1
106000319,100100599,07418,1
106000319,100100044,07418,1
106000319,100100522,07418,1
109000011,110000005,10011,1
101000012,101900002,02104,1
120000225,100100252,21327,1
120000236,100100254,21338,1
120000236,100100077,21338,1
120000198,100100255,21300,1
110000200,100100149,11300,1
119000074,120900001,20167,1
116000587,100100275,17899,1
119000077,101900003,20170,1
117000051,100100383,18137,1
207000427,104000009,08354,1
207000427,100100012,08354,1
208000037,100100076,18777,1
104000316,104900002,05601,1
117000132,100100274,18219,1
117000132,100100261,18219,1
117000132,117000002,18219,1
117000132,100100269,18219,1
117000133,100100278,18220,1
114000395,100100602,15718,1
114000395,100100601,15718,1
114000395,100100576,15718,1
114000395,116000002,15718,1
114000395,100100096,15718,1
114000395,100100329,15718,1
114000395,100100300,15718,1
114000395,100100304,15718,1
114000395,100100301,15718,1
114000395,100100589,15718,1
114000395,100100521,15718,1
114000395,100100453,15718,1
114000395,100100451,15718,1
206000125,100100391,59625,1
102000211,102900001,03305,1
121000003,106000006,22003,1
121000003,102000001,22003,1
121000011,109000005,22011,1
122000372,122000011,23493,1
218000604,100100357,35450,1
218000604,100100114,35450,1
218000604,100100348,35450,1
218000604,100100537,35450,1
120000156,108000001,21258,1
108000123,100100031,09211,1
107000255,107900004,08353,1
107000255,100100183,08353,1
121000289,100100604,22367,1
121000289,100100409,22367,1
121000289,100100596,22367,1
121000289,100100597,22367,1
121000289,100100605,22367,1
120000444,100100260,21809,1
109000068,100100143,10153,1
123000337,100100222,24429,1
123000337,100100213,24429,1
123000337,100100228,24429,1
115000284,103000003,16393,1
115000296,100100550,16408,1
115000296,100100305,16408,1
115000296,100100097,16408,1
123000065,103000005,24154,1
107000238,100100043,08335,1
107000244,100100425,08342,1
113000202,113000003,14296,1
113000202,112000006,14296,1
222001651,100100166,42067,1
222001651,110000009,42067,1
222001651,100100039,42067,1
121000081,121900014,22157,1
100000041,107000003,01136,1
111000220,111000026,12310,1
109000145,122000002,10231,1
221000046,100100038,39080,1
111000907,111000017,35331,1
111000907,100100565,35331,1
111000907,100100345,35331,1
116000016,114900006,17102,1
